work_key,doi,title,venue,publication_date,date_precision,source_month,type
10.1007/s10904-025-03853-x,10.1007/s10904-025-03853-x,A Comparative Analysis of Hole Transport Layers for Enhancing Charge Transportation in High-performance Na2SnBr6 Perovskite Solar Cells,Journal of Inorganic and Organometallic Polymers and Materials,2025-05-20,day,2025-05,article
10.12913/22998624/203778,10.12913/22998624/203778,Solid state dye-sensitized solar cells based on barium strontium titanate nanorod film,Advances in Science and Technology – Research Journal,2025-05-20,day,2025-05,article
10.1016/j.matlet.2025.138794,10.1016/j.matlet.2025.138794,Flexible perovskite solar cells on nickel foil for substrate and electrode,Materials Letters,2025-05-20,day,2025-05,article
10.1021/acsaem.5c01107,10.1021/acsaem.5c01107,Buried Interface Modification with Nanoparticles for Efficient Perovskite Solar Cells with Improved Reproducibility,ACS Applied Energy Materials,2025-05-20,day,2025-05,article
10.1007/s42341-025-00624-w,10.1007/s42341-025-00624-w,Device Modeling of Lead-Free Double Perovskite Solar Cell with an Organic Hole Transport Layer,Transactions on Electrical and Electronic Materials,2025-05-20,day,2025-05,article
10.1364/oe.562462,10.1364/oe.562462,Laser-driven anion exchange for precise composition control in perovskite materials with tunable optical properties,Optics Express,2025-05-20,day,2025-05,article
10.1021/acsaem.5c01107.s001,10.1021/acsaem.5c01107.s001,Buried Interface Modification with Nanoparticles for Efficient Perovskite Solar Cells with Improved Reproducibility,Figshare,2025-05-20,day,2025-05,article
10.1021/acsami.5c02282.s001,10.1021/acsami.5c02282.s001,Interface Passivation with Codeposition Strategy toward High-Efficiency and Stable Perovskite Solar Cells,Figshare,2025-05-20,day,2025-05,article
10.1021/acs.energyfuels.5c00946.s001,10.1021/acs.energyfuels.5c00946.s001,"Indacenodithiophene-4,9-dione-Based D‑A‑D Type Dopant-Free Hole Transporting Materials for Environmentally Robust 30% Efficient Indoor Perovskite Solar Cells",Figshare,2025-05-20,day,2025-05,article
10.1021/acs.chemrev.4c00663,10.1021/acs.chemrev.4c00663,"Perovskite Solar Cells and Light Emitting Diodes: Materials Chemistry, Device Physics and Relationship",Chemical Reviews,2025-05-21,day,2025-05,article
10.1038/s41566-025-01684-3,10.1038/s41566-025-01684-3,Single-photon superabsorption in CsPbBr3 perovskite quantum dots,Nature Photonics,2025-05-21,day,2025-05,article
10.1016/j.jechem.2025.05.019,10.1016/j.jechem.2025.05.019,Oriented molecular modulation of SnO2 nanoparticles enabled bilateral passivation toward efficient and stable perovskite solar cells,Journal of Energy Chemistry,2025-05-21,day,2025-05,article
10.1002/anie.202507950,10.1002/anie.202507950,A Universal P‐Type Heterointerface for Inverted Perovskite Solar Cells,Angewandte Chemie International Edition,2025-05-21,day,2025-05,article
10.1021/acs.nanolett.5c00427,10.1021/acs.nanolett.5c00427,Efficient and Stable Carbon-Based Hole-Transport-Layer-Free CsPbI 2 Br Solar Cells by Adding Trace Amounts of Yttrium Acetate into the Photoactive Layer,Nano Letters,2025-05-21,day,2025-05,article
10.1021/acsenergylett.5c01128,10.1021/acsenergylett.5c01128,Modulation of Electron Transport Layers To Minimize Voltage Loss in CsSnI3 Perovskite Solar Cells,ACS Energy Letters,2025-05-21,day,2025-05,article
10.1016/j.joule.2025.101972,10.1016/j.joule.2025.101972,TEMPO bulk passivation boosts the performance and operational stability of rapid-annealed FAPI perovskite solar cells,Joule,2025-05-21,day,2025-05,article
10.1002/adfm.202506206,10.1002/adfm.202506206,Facilitating High‐Quality Crystal Growth of Two‐Step Sequential Processed FAPbI 3 Perovskite for Efficient Photovoltaics,Advanced Functional Materials,2025-05-21,day,2025-05,article
10.1016/j.inoche.2025.114737,10.1016/j.inoche.2025.114737,"Examining the optoelectronic and photovoltaic characteristics of Mg3SbM3 (M = F, Cl, Br) perovskites with diverse charge transport layers through numerical optimization and machine learning techniques",Inorganic Chemistry Communications,2025-05-21,day,2025-05,article
10.1016/j.nanoen.2025.111169,10.1016/j.nanoen.2025.111169,Dual-intermediator guided methodical molecular exchange towards optimized crystallization kinetics of advanced perovskite solar cells,Nano Energy,2025-05-21,day,2025-05,article
10.1002/ece2.70007,10.1002/ece2.70007,Dip‐Coating of Self‐Assembled Monolayers for Perovskite Photovoltaic Applications,EcoEnergy,2025-05-21,day,2025-05,article
10.1016/j.solmat.2025.113730,10.1016/j.solmat.2025.113730,Optimizing energy yield of monolithic perovskite/silicon tandem solar cells in real-world Conditions: The impact of luminescent coupling,Solar Energy Materials and Solar Cells,2025-05-21,day,2025-05,article
10.1364/ol.564552,10.1364/ol.564552,Impact of ultrafast carrier cooling on the open-circuit voltage in a Ag/Bi co-doped CsPbBr 3 NC based photodetector,Optics Letters,2025-05-21,day,2025-05,article
10.1002/ange.202507950,10.1002/ange.202507950,A Universal P‐Type Heterointerface for Inverted Perovskite Solar Cells,Angewandte Chemie,2025-05-21,day,2025-05,article
10.1016/j.envpol.2025.126454,10.1016/j.envpol.2025.126454,The interaction of δ-CsPbI3 and CsPbBr3 nanostructures with soil extracts,Environmental Pollution,2025-05-21,day,2025-05,article
10.3762/bjnano.16.52,10.3762/bjnano.16.52,The impact of tris(pentafluorophenyl)borane hole transport layer doping on interfacial charge extraction and recombination,Beilstein Journal of Nanotechnology,2025-05-21,day,2025-05,article
10.1016/j.actamat.2025.121166,10.1016/j.actamat.2025.121166,Plastic deformation of CaTiO3 perovskite under extreme loading,Acta Materialia,2025-05-21,day,2025-05,article
10.21203/rs.3.rs-6545741/v1,10.21203/rs.3.rs-6545741/v1,Perovskite-Organic Tandem Solar Cells Via Mobile Defects Mitigation and Solution-Processed Interconnecting Layers,Research Square,2025-05-21,day,2025-05,preprint
10.1002/pip.3928,10.1002/pip.3928,Traceable Efficiency Determination of Large‐Area Perovskite on Silicon Tandem Modules—Insights From a Calibration Laboratories Perspective,Progress in Photovoltaics Research and Applications,2025-05-21,day,2025-05,article
10.48550/arxiv.2505.15565,10.48550/arxiv.2505.15565,Exciton Bohr radius of lead halide perovskites for photovoltaic and light-emitting applications,arXiv (Cornell University),2025-05-21,day,2025-05,preprint
10.48550/arxiv.2505.16016,10.48550/arxiv.2505.16016,"Electronic mobility, doping, and defects in epitaxial $\mathrm{BaZrS_3}$ chalcogenide perovskite thin films",arXiv (Cornell University),2025-05-21,day,2025-05,preprint
10.1021/acs.nanolett.5c00427.s001,10.1021/acs.nanolett.5c00427.s001,Efficient and Stable Carbon-Based Hole-Transport-Layer-Free CsPbI2Br Solar Cells by Adding Trace Amounts of Yttrium Acetate into the Photoactive Layer,Figshare,2025-05-21,day,2025-05,article
10.1126/science.adt5001,10.1126/science.adt5001,3D laminar flow–assisted crystallization of perovskites for square meter–sized solar modules,Science,2025-05-22,day,2025-05,article
10.1016/j.joule.2025.101964,10.1016/j.joule.2025.101964,Reducing the MAPbI3 microstrain by fast crystallization,Joule,2025-05-22,day,2025-05,article
10.1093/nsr/nwaf211,10.1093/nsr/nwaf211,Dual molecular bridges at perovskite heterointerfaces for efficient inverted solar cells,National Science Review,2025-05-22,day,2025-05,article
10.1016/j.jechem.2025.05.025,10.1016/j.jechem.2025.05.025,Enhanced hole extraction through in situ mixed self-assembled molecules for efficient inverted perovskite solar cells,Journal of Energy Chemistry,2025-05-22,day,2025-05,article
10.1007/s40820-025-01792-3,10.1007/s40820-025-01792-3,Modified Near-Infrared Annealing Enabled Rapid and Homogeneous Crystallization of Perovskite Films for Efficient Solar Modules,Nano-Micro Letters,2025-05-22,day,2025-05,article
10.1063/5.0256144,10.1063/5.0256144,"The effects of multiple stressors on the operational performance of (FA,MA,Cs)Pb(I,Br)3 solar cells",APL Energy,2025-05-22,day,2025-05,article
10.1016/j.rinp.2025.108307,10.1016/j.rinp.2025.108307,Triple (FAMACs) cation perovskite single crystal for enhanced photosensitive properties of photodetectors,Results in Physics,2025-05-22,day,2025-05,article
10.1016/j.jechem.2025.05.023,10.1016/j.jechem.2025.05.023,Lattice activation for air deposition of micrometer-grain Pb-Sn perovskite film realizing efficient and stable ideal-bandgap solar cells,Journal of Energy Chemistry,2025-05-22,day,2025-05,article
10.1016/j.solener.2025.113622,10.1016/j.solener.2025.113622,Exploration of cerium doped down conversion microcrystals for enhanced photovoltaic performance and UV light stability of hybrid perovskite solar cells,Solar Energy,2025-05-22,day,2025-05,article
10.1016/j.solmat.2025.113737,10.1016/j.solmat.2025.113737,Perovskite solar module-thermoelectric generator tandem system with high power output,Solar Energy Materials and Solar Cells,2025-05-22,day,2025-05,article
10.1038/s41563-025-02235-5,10.1038/s41563-025-02235-5,High-performance polymers for perovskite photovoltaics,Nature Materials,2025-05-22,day,2025-05,article
10.1016/j.solmat.2025.113697,10.1016/j.solmat.2025.113697,Low-cost carbazole and phenothiazine based trimer molecules as hole transporting materials for inverted perovskite solar cells,Solar Energy Materials and Solar Cells,2025-05-22,day,2025-05,article
10.1021/cen-10314-cover4,10.1021/cen-10314-cover4,Sascha Feldmann,C&EN Global Enterprise,2025-05-22,day,2025-05,article
10.1021/acsenergylett.5c01128.s001,10.1021/acsenergylett.5c01128.s001,Modulation of Electron Transport Layers To Minimize Voltage Loss in CsSnI3 Perovskite Solar Cells,Figshare,2025-05-22,day,2025-05,article
10.1002/adma.202505581,10.1002/adma.202505581,Antisolvent‐Free Dual‐Anion Regulation for High‐Efficient Sn‐Pb and All‐perovskite Tandem Solar Cells,Advanced Materials,2025-05-23,day,2025-05,article
10.1002/adma.202506114,10.1002/adma.202506114,Interface Field‐Effect Passivation Enabled by Selectively Extruded Cations for Printable Mesoscopic Perovskite Solar Cells with Improved Performance,Advanced Materials,2025-05-23,day,2025-05,article
10.3390/nano15110786,10.3390/nano15110786,Photostability of Perovskite Solar Cells: Challenges and Strategies,Nanomaterials,2025-05-23,day,2025-05,article
10.1016/j.cej.2025.164079,10.1016/j.cej.2025.164079,High-efficiency and stable perovskite solar cells via bidentate chelation for facet-engineered growth of FAPbI3 (111) crystals,Chemical Engineering Journal,2025-05-23,day,2025-05,article
10.1002/advs.202501311,10.1002/advs.202501311,Tailored Crystallization Dynamics for Efficient and Stable DMSO‐Free Tin Perovskite Solar Cells,Advanced Science,2025-05-23,day,2025-05,article
10.1007/s42341-025-00629-5,10.1007/s42341-025-00629-5,Recent Advances in Buffer Layer Engineering for Performance Enhancement in Inverted Perovskite Solar Cells: Material-Based Classification,Transactions on Electrical and Electronic Materials,2025-05-23,day,2025-05,article
10.1002/adfm.202503504,10.1002/adfm.202503504,Electronic Homogenization Regulation via Nicotinamide Derivative Ligands for Efficient Blade‐Coated Wide‐Bandgap Perovskite Solar Cells,Advanced Functional Materials,2025-05-23,day,2025-05,article
10.1021/acsami.5c05263,10.1021/acsami.5c05263,Homogenizing Electron and Hole Transport Layers in Tin Perovskite Solar Cells to Enhance Photocurrent and Voltage,ACS Applied Materials & Interfaces,2025-05-23,day,2025-05,article
10.1002/adfm.202504934,10.1002/adfm.202504934,Luminescent Solar Concentrators with Tunable Radiative Cooling and Self‐Powered Heating for Synergizing Energy Harvesting and Room Temperature Regulation,Advanced Functional Materials,2025-05-23,day,2025-05,article
10.1016/j.optmat.2025.117172,10.1016/j.optmat.2025.117172,Exploring the role of A-site cations in lead-free double Perovskites: Structural and optical insights into K2AgBiBr6 and (CH3NH3)2AgBiBr6,Optical Materials,2025-05-23,day,2025-05,article
10.1021/acsami.5c05891,10.1021/acsami.5c05891,Perovskite Photovoltaic Hydrogen Production from Seawater with Solar to Hydrogen beyond 14% and Techno-Economic Evaluation,ACS Applied Materials & Interfaces,2025-05-23,day,2025-05,article
10.1016/j.renene.2025.123558,10.1016/j.renene.2025.123558,Enhanced solar energy utilization in a hybrid system integrating tandem solar cell and thermally regenerative electrochemical devices,Renewable Energy,2025-05-23,day,2025-05,article
10.1016/j.jallcom.2025.181185,10.1016/j.jallcom.2025.181185,Enhanced efficiency in commercial carbon-based perovskite solar cells: Utilizing light-trapping Er/Yb-doped TiO2 nanocones as electron transport layer,Journal of Alloys and Compounds,2025-05-23,day,2025-05,article
10.1016/j.micrna.2025.208220,10.1016/j.micrna.2025.208220,Optimizing world-record thin-film ACIGS solar cells with innovative 'hockey stick'-shaped GGI profile for tandem solar technology,Micro and Nanostructures,2025-05-23,day,2025-05,article
10.1142/s0217979225501954,10.1142/s0217979225501954,"Structural and optoelectronic investigations of AGeO3 (A=Mg,Cd) perovskites: A first-principles study",International Journal of Modern Physics B,2025-05-23,day,2025-05,article
10.1016/j.mtchem.2025.102772,10.1016/j.mtchem.2025.102772,Binary solvent engineering and CFPy/perovskite interface modification strategy in spray-coating for fabricating large-area high-quality hole transport layer,Materials Today Chemistry,2025-05-23,day,2025-05,article
10.1021/acsami.5c05965,10.1021/acsami.5c05965,Unveiling the Importance of Lead Halide Perovskite Precursor Purity and Its Impact on Stability,ACS Applied Materials & Interfaces,2025-05-23,day,2025-05,article
10.1021/acs.chemmater.5c00306,10.1021/acs.chemmater.5c00306,A Copper-Rich Multinary Iodido Bismuthate with Cationic Ligands and Broad Red Emission,Chemistry of Materials,2025-05-23,day,2025-05,article
10.54097/py3cp355,10.54097/py3cp355,Enhancing Stability and Efficiency of Perovskite Solar Cells Using Graphene-Based Metamaterials,Highlights in Science Engineering and Technology,2025-05-23,day,2025-05,article
10.1002/asia.202500602,10.1002/asia.202500602,Tailoring Monofluoride Substitution in a 2D Copper Chloride Perovskite Showing Thermochromism and High‐Temperature Dielectric Switching,Chemistry - An Asian Journal,2025-05-23,day,2025-05,article
10.56726/irjmets74722,10.56726/irjmets74722,OPTIMIZING ENERGY EFFICIENCY AND SUSTAINABILITY IN MINING OPERATION: A PEROVISKITE SOLAR-POWERD CONVEYOR SYSTEM,International Research Journal of Modernization in Engineering Technology and Science,2025-05-23,day,2025-05,article
10.1002/smll.202501107,10.1002/smll.202501107,Mitigating Carrier and Energy Losses via Interface Modulator Toward High‐Performance Perovskite Solar Cells,Small,2025-05-23,day,2025-05,article
10.1021/acsami.5c05965.s001,10.1021/acsami.5c05965.s001,Unveiling the Importance of Lead Halide Perovskite Precursor Purity and Its Impact on Stability,Figshare,2025-05-23,day,2025-05,article
10.1007/s40243-025-00307-9,10.1007/s40243-025-00307-9,A review of the effect of stability issues and wide-bandgap in the application of perovskite solar cells,Materials for Renewable and Sustainable Energy,2025-05-24,day,2025-05,article
10.1002/anie.202424825,10.1002/anie.202424825,Suppressing the Interface Photodegradation towards Efficient and Stable All Perovskite Tandem Solar Cells,Angewandte Chemie International Edition,2025-05-24,day,2025-05,article
